edep,t,x,y,z,pid
0.000720105,2013.61,6122.27,292.044,7989.52,1.00006e+09
0.00186793,2011.91,6123.21,291.736,7988.71,2212
4.39228e-06,2008.77,6124.85,289.36,7987.78,1.00006e+09
0.0225435,1832.7,6219.22,261.476,7973.66,2212
0.0023591,1805.34,6244.97,318.92,7970.33,1.00006e+09
0.102159,1804.53,6244.99,319.912,7968.67,2212
0.0469833,1535.07,5914.41,391.746,7877.52,1.00006e+09
0.0940901,1534.91,5913.57,392.258,7877.42,2212
0.146912,1200.28,5786.3,96.0373,8128.89,1.00006e+09
0.00030857,293.353,7249.26,-228.086,7316.25,22
1.756e-05,293.712,7331.64,-250.591,7254.58,22
0.0016911,293.729,7331.83,-250.65,7254.43,11
0.00215809,293.381,7250.98,-226.331,7315.89,11
0.00187704,293.366,7247.77,-229.489,7316.33,11
0.00029101,66.7967,7281.43,-220.015,8039.56,22
0.249951,66.8103,7281.81,-220.216,8039.56,11
8.99e-06,49.3221,7359.05,-393.138,7862.43,22
0.650665,49.3752,7362.36,-392.559,7862.9,11
0.395161,49.3814,7364.15,-392.243,7863.07,11
0.400533,49.3904,7365.92,-392.565,7864.04,11
0.259816,49.3972,7366.6,-393.73,7864.62,11
0.246271,49.4018,7366.65,-394.185,7864.37,11
5.72277e-05,7018.88,5834.01,-296.412,7279.1,2212
0.0544725,586.042,6212.18,-278.162,7301.92,1.00006e+09
0.0890486,542.008,6252.59,-300.756,7307.64,2212
0.109917,540.628,6257.67,-300.483,7298.22,1.00006e+09
0.151071,530.697,6233.66,-357.706,7362.62,1.00006e+09
0.136594,528.496,6229.32,-336.896,7353.64,2212
3.11174e-08,174450,7828.39,446.343,7751.06,2212
1.6769e-08,173112,7831.02,446.36,7750.36,2212
6.76942e-08,159504,7828.8,455.241,7727.71,1.00006e+09
1.48203e-08,150273,7848.48,456.826,7720.3,1.00006e+09
5.396e-08,148952,7845.6,456.353,7722.6,2212
2.24663e-08,148759,7845.04,456.368,7722.61,2212
7.87189e-09,102542,7757.37,401.567,7752.42,2212
1.34187e-08,92625,7746.71,395.279,7749.09,1.00006e+09
5.34763e-08,87136.2,7744.61,397.125,7753.27,2212
4.71988e-08,85861.9,7746.22,395.094,7756.62,2212
3.37108e-08,34360,7748.07,365.958,7825.5,2212
3.7547e-08,29908.1,7756.65,371.714,7832.31,2212
1.05064e-08,29222,7756.93,372.409,7833.33,1.00006e+09
2.75566e-08,27345.7,7754.64,371.041,7836.45,2212
4.01307e-08,25376,7751.91,369.509,7839.07,2212
1.31134e-07,25366.5,7751.89,369.491,7839.07,2212
5.66936e-08,25197.7,7751.15,369.604,7839.59,2212
1.88052e-07,24298.6,7748.36,370.81,7843.57,2212
1.81994e-07,12930.9,7667.52,386.225,7876.56,2212
4.49781e-06,12435.1,7664.68,388.919,7874.28,2212
1.15952e-06,11052.2,7640.47,369.722,7845.19,2212
1.44454e-05,10915.8,7639.88,366.21,7842.25,2212
3.56329e-05,10716.5,7645.66,355.253,7843.44,2212
0.00137171,8779.75,7518.97,321.942,7890.56,2212
0.0208543,2199.67,5999.99,-16.0471,7187.92,2212
0.0282149,2198.65,5998.22,-13.4067,7187.53,2212
0.023546,2197.37,5993.49,-11.653,7187.45,2212
0.0850977,2185.19,5960.27,2.01075,7183.69,2212
6.44695e-08,166423,6027.14,440.496,7637.57,2212
3.67156e-08,166241,6026.7,440.041,7638.05,1.00006e+09
1.19091e-07,156203,6059.53,418.099,7656.49,2212
4.2952e-08,155679,6060.78,416.923,7657.92,2212
5.85307e-08,153564,6058.56,420.157,7655.65,1.00006e+09
2.27075e-08,136227,6025.85,449.104,7653.39,2212
7.78819e-08,134610,6028.67,450.669,7651.97,2212
2.80459e-08,130075,6028.36,450.449,7649.52,2212
1.63704e-08,126121,6026.25,444.733,7652.25,2212
7.95802e-08,125968,6026.04,444.45,7652.25,2212
5.01354e-09,125813,6025.95,443.894,7652.25,2212
1.00822e-08,125734,6025.9,443.668,7652.17,2212
4.71843e-08,110551,6017.77,409.147,7626.18,2212
2.97852e-08,109245,6020.16,407.529,7623.94,2212
6.57675e-08,107077,6022.54,408.118,7619.43,2212
3.04518e-08,101706,6032.14,410.673,7605.77,2212
3.69255e-08,87158.1,6043.23,441.332,7564.72,2212
2.16936e-07,81163.6,6045.48,447.494,7549.69,2212
3.91087e-07,80753.5,6046.26,446.566,7547.17,2212
1.1504e-06,80357.9,6046.97,442.664,7545.52,2212
8.60524e-07,79817.7,6049.98,434.764,7550.71,2212
1.06182e-07,79735,6049.4,433.71,7552.09,1.00006e+09
3.32362e-07,78167.6,6065.6,408.445,7570.78,2212
1.93066e-07,10935.3,6001.2,398.828,7711.42,1.00006e+09
0.000132085,10923.5,6001.44,398.866,7711.59,2212
0.000904157,10888.1,5998.65,398.06,7716.49,2212
4.27435e-08,10887.4,5998.36,398.152,7716.47,1.00006e+09
2.69543e-05,10879.4,5994.97,399.243,7716.21,1.00006e+09
0.000994835,7215.27,5822.7,389.237,7331.33,2212
7.18731e-10,15646.1,7579.08,-274.658,8014.94,1.00006e+09
4.0355e-08,15162.9,7579.51,-274.42,8014.48,2212
2.4041e-08,13078.9,7585.11,-272.914,8015.18,2212
5.01261e-08,10388.6,7587.52,-266.107,8020.59,2212
1.05247e-07,10277,7587.45,-265.673,8020.81,2212
6.06655e-08,9183.27,7585.33,-260.507,8017.7,2212
3.1347e-07,8870.23,7584.86,-258.495,8018.02,2212
2.03128e-07,8310.19,7586.91,-253.421,8016.87,1.00008e+09
1.4947e-06,5637.94,7587.05,-277.269,7999.85,2212
1.14245e-07,5605.14,7586.58,-277.632,7999.61,2212
4.91978e-07,5544.98,7585.52,-278.064,7999.24,1.00006e+09
4.37362e-06,5226.4,7587.97,-282.356,7994.26,2212
1.32913e-05,4879.33,7594.31,-292.821,7996.8,2212
8.75826e-05,4855.31,7595.38,-293.427,7995.96,2212
1.35625e-05,4820.78,7598.25,-290.262,7993.45,2212
2.20397e-06,4814.19,7598.94,-289.905,7992.82,1.00006e+09
0.000951697,4623.07,7608.33,-275.301,7969.16,2212
0.00554069,4558.37,7609.34,-293.516,7946.18,2212
0.00415158,2623.02,7898.07,501.807,7762.91,2212
0.0446758,674.651,5806.39,199.243,8039.69,2212
0.0581335,673.537,5805.66,195.268,8040.29,2212
1.361e-05,47.8801,7487.3,-123.333,7214.79,22
0.336573,47.9682,7488.21,-123.468,7215.06,11
0.368269,47.9739,7488.78,-123.839,7215.73,11
0.0013096,9251.65,6253.47,-14.5582,7245.78,1.00001e+09
1.37381e-07,9090.54,6252.39,-14.7984,7246.14,1.00006e+09
1.21189e-06,8913.08,6253,-13.6127,7246.84,2212
1.14307e-06,8853.03,6252.31,-13.0167,7247.31,2212
1.51666e-05,8744.8,6250.2,-13.4455,7248.43,2212
2.65465e-06,8658.77,6248.81,-18.258,7248.63,2212
1.53477e-05,8648.46,6248.69,-18.8443,7248.87,2212
3.21804e-05,8317.14,6240.45,-43.2683,7239.61,2212
4.93868e-05,8313.46,6240.23,-43.5878,7239.76,2212
0.000178449,1845.37,5944.92,90.1652,8039.93,2212
0.00433408,1823.76,5944.47,95.3096,8039.23,2212
0.000420546,1822.77,5945.34,95.6069,8039.08,2212
0.0346003,1820.87,5947.14,96.0715,8039.3,2212
0.0904689,1812.64,5930.16,96.5864,8047.04,2212
1.361e-05,64868.7,6195.14,261.529,7973.75,22
0.124779,64868.7,6195.09,261.784,7973.8,11
7.14986e-08,40213.1,6238.5,248.488,7972,2212
5.82644e-08,36811.4,6242.76,259.286,7975.09,2212
4.92225e-08,32193.9,6230.32,251.659,7969.72,2212
5.66782e-08,9922.13,6231.34,225.36,7987.65,1.00006e+09
7.09397e-08,9202.98,6229.6,224.86,7990.25,2212
1.66355e-06,8315.49,6225.81,222.025,7991.12,2212
3.79535e-06,8212.6,6224.52,223.375,7990.78,2212
5.51693e-07,8201.04,6224.23,223.368,7990.53,2212
5.5202e-06,1675.79,6202.01,317.596,7893.88,2212
5.36459e-05,1527.03,6195.09,319.216,7893.6,2212
2.67203e-05,1501.54,6194.36,321.976,7893.6,2212
0.000108532,1500.48,6194.39,322.104,7893.65,2212
4.4359e-05,1179.82,6245.13,346.88,7921.17,2212
0.000928101,1174.91,6246.08,347.349,7921.17,2212
0.00281534,1103.42,6266.55,341.714,7894.8,2212
0.00492216,1100.06,6265.55,340.992,7892.14,2212
0.0712017,1091.3,6268.23,332.462,7885.01,2212
0.255535,1015.05,6171.66,280.294,7945.26,2212
0.0660483,1012.93,6161.54,285.733,7959.1,1.00006e+09
0.00685903,888.129,5787.76,-262.529,8040.33,1.00006e+09
0.00029101,130.469,7696.57,343.73,7953.95,22
0.00029101,130.98,7590.64,244.577,8020.83,22
0.0261977,131.006,7590.47,244.455,8020.97,11
0.0653748,130.471,7696.82,343.645,7953.91,11
5.29157e-07,23778.3,6210.97,-443.862,7789.03,1.00006e+09
7.93311e-07,23716.3,6212.18,-443.878,7789.19,2212
1.17088e-05,23660.6,6213.13,-443.624,7790.04,2212
1.41953e-05,23589.6,6216.62,-444.284,7788.91,2212
7.63428e-06,23356.6,6224.46,-449.465,7774.44,2212
2.43763e-05,23234.3,6232.52,-451.936,7768.74,2212
8.59764e-05,2094.54,5978.35,-260.064,7341.5,2212
3.65825e-05,2089.05,5979.15,-259.865,7341.05,2212
9.71301e-05,2066.08,5981.91,-259.934,7337.64,2212
0.00055907,2028.55,5989.13,-256.302,7334.17,2212
0.00114006,2004.39,5998.3,-258.82,7336.18,2212
0.0087734,1989.4,6002.83,-266.748,7334.76,2212
0.00333417,1988.37,6001.98,-267.938,7334.55,2212
0.030537,1986.86,6000.46,-269.694,7335.41,2212
0.0148528,1973.02,6005.75,-309.308,7329.32,1.00006e+09
0.012742,1958.4,5978.72,-282.133,7360.37,2212
0.00243156,1911.74,5887.49,-275.432,7344.76,1.00008e+09
1.756e-05,3211.12,7895.02,275.106,8085.89,22
0.0881895,3211.14,7895.09,274.858,8085.98,11
4.4728e-07,15103.3,6264.84,-447.366,7519.94,1.00006e+09
6.12583e-06,14757.4,6264.5,-438.272,7520.72,2212
8.65826e-07,14463.1,6266.43,-430.156,7511.12,2212
7.54563e-08,13922.2,6268.62,-419.74,7489.23,1.00006e+09
1.55259e-06,13623.1,6272.44,-417.089,7476.56,1.00006e+09
1.69871e-06,13616.3,6272.32,-417.333,7476.37,2212
2.75352e-05,13328.7,6271.74,-428.178,7466.29,2212
6.42674e-06,13326.1,6271.92,-428.327,7466.24,1.00006e+09
2.08723e-05,13283.6,6274.51,-425.227,7466.63,2212
1.96727e-05,13270.8,6275.53,-424.416,7465.97,1.00006e+09
2.79897e-05,13023.3,6264.57,-415.211,7494.73,2212
0.0014736,11358.9,6265.96,-434.03,7742.01,2212
0.00454315,2949.21,5840.82,-156.109,8109.06,1.00006e+09
0.0158776,2921.79,5815.1,-194.106,8137.46,2212
0.00946093,2919.06,5809.1,-198.033,8137,2212
1.756e-05,1715.54,7265.48,-241.513,7276.08,22
8.99e-06,1715.75,7255.77,-200.005,7287.42,22
0.00029101,1716.24,7340.89,-99.4895,7212.84,22
0.0854286,1716.26,7341.06,-99.307,7212.72,11
0.10295,1715.75,7255.68,-199.76,7287.52,11
0.240215,1715.61,7264.9,-241.595,7276.39,11
8.99e-06,2860.8,7310.39,-373.521,7896.93,22
1.00411,2860.86,7313.64,-374.128,7897.07,11
0.805317,2860.88,7318.71,-375.683,7896.77,11
0.538323,2860.89,7322.25,-377.334,7895.4,11
0.542798,2860.9,7324.84,-378.042,7893.47,11
0.494794,2860.91,7327.17,-377.475,7891.92,11
0.499089,2860.92,7328.88,-376.155,7890.94,11
0.192447,2860.94,7331.56,-373.194,7892.13,11
0.286813,2860.95,7333.92,-370.932,7894.27,11
0.454533,2860.96,7333.72,-370.439,7895.28,11
0.141019,2860.96,7333.33,-369.883,7895.83,11
0.00029101,2860.96,7333.85,-370.689,7895,22
0.00265758,2860.96,7333.86,-370.643,7894.98,11
8.99e-06,1032.95,6052.64,21.7099,7239.73,22
0.25964,1033.03,6052.3,21.7638,7239.68,11
5.949e-08,384400,7895.62,-164.376,8157.62,2212
3.19559e-07,4117.43,7582.72,-353.264,7354.19,2212
6.29992e-07,3391.99,7585.03,-342.432,7358.41,1.00006e+09
8.30082e-06,2891.98,7581.81,-339.361,7349.84,2212
0.00322186,2787.09,7584.97,-338.063,7346.69,2212
0.00101192,2780.8,7588.61,-340.684,7348.77,2212
0.00859271,2780.66,7588.66,-340.797,7348.81,2212
0.0163226,2771.45,7602.78,-343.56,7349.96,2212
0.00288894,2691.75,7669.45,-294.905,7365,1.00006e+09
0.00917116,2670.34,7691.37,-336.432,7338.22,1.00006e+09
0.0193529,2668.9,7692.45,-336.055,7342.18,2212
0.00181293,2660.65,7699.94,-349.675,7365.92,2212
0.0639429,2660.58,7700.01,-349.752,7366.13,2212
0.027554,2648.7,7750.4,-369.916,7388.43,1.00006e+09
8.99e-06,1616.78,7196.01,-37.8752,8051.58,22
0.042751,1616.79,7196,-38.1177,8051.65,11
1.756e-05,3033.1,7357.72,295.626,7997.69,22
0.372868,3033.12,7357.96,294.978,7997.12,11
0.438462,3033.14,7359.05,292.519,7992.47,11
0.224597,3033.15,7359.99,293.11,7991.62,11
0.391035,3033.18,7361.66,290.636,7995.15,11
2.94604e-05,21430.1,6111.31,452.862,7579.38,2212
0.000141536,21423.2,6111.4,452.381,7578.77,2212
2.3276e-06,21327.4,6120.3,457.015,7562.38,2212
0.00215706,2395.37,5832.05,-471.25,7501.21,2212
0.0198777,2391.32,5831.74,-468.263,7500.53,2212
0.0191057,2388,5825.39,-466.858,7498.11,2212
5.77826e-08,98841,6106.02,384.112,7490.5,2212
2.55122e-08,87971.5,6125.72,412.26,7481.41,2212
6.70868e-08,74708.6,6133.47,424.366,7472.94,2212
3.1285e-08,73916.6,6132.03,423.501,7471.95,2212
2.22172e-08,69737.7,6121.21,414.72,7475.28,2212
9.96159e-08,40271.6,6099.98,360.307,7462.55,2212
1.0414e-08,39727.2,6102.47,360.387,7461.52,2212
2.96534e-08,26030.1,6115.86,384.433,7429.15,2212
3.54324e-08,24590.8,6116.98,384.277,7427.7,2212
6.46454e-08,23469.1,6116.65,385.405,7429.59,2212
2.09178e-07,20042.9,6115.65,389.002,7434.88,2212
3.97707e-08,19817.5,6115.54,389.138,7436.08,2212
3.7723e-08,19118.4,6116.51,390.34,7439.07,2212
1.39649e-05,16381,6126.32,398.359,7442.77,2212
0.000274761,15459.1,6129.18,351.107,7449.03,2212
0.00010868,15439.6,6128.18,350.574,7453.49,1.00006e+09
6.49589e-05,15404.5,6131.34,355.951,7446.1,2212
0.000283789,15389.7,6134.13,357.402,7443,2212
9.20704e-05,15283.3,6138.08,385.284,7414.36,2212
0.000441548,15280.8,6137.96,386.123,7413.85,2212
0.029984,251.732,7435.74,229.654,8045.46,2212
0.0996663,249.779,7438.48,230.151,8038.83,2212
0.00960428,215.006,7555.59,178.48,8015.05,1.00006e+09
0.111463,200.615,7502.55,248.029,8024.1,1.00006e+09
0.034983,193.406,7517.64,187.015,8013.84,2212
0.00058202,1049.57,7425.96,36.8969,7195.75,22
0.128261,1049.6,7425.38,36.0607,7196.34,11
0.0352359,1049.59,7426.49,37.3733,7195.54,11
0.00029101,245758,7607.21,397.803,7719.37,22
0.0767413,245758,7607.23,397.81,7719.1,11
2.17486e-08,18544.2,6019.88,-254.102,8037.34,2212
4.74137e-08,17051.9,6022.03,-251.29,8035.44,2212
1.0905e-07,15066.2,6022.2,-245.725,8035.25,2212
6.8575e-08,14779.2,6022.38,-244.742,8035.68,2212
3.63476e-06,9879.69,6020.62,-228.326,8040.22,2212
1.78281e-05,9862.31,6020.16,-228.325,8040.18,2212
5.19284e-05,9763.65,6017.23,-232.181,8044.24,2212
1.58812e-05,831.512,6166.49,-408.11,7851.56,1.00006e+09
6.354e-06,819.435,6164.92,-407.906,7851.22,2212
0.00249627,788.726,6160.86,-406.567,7851.1,2212
0.00383506,783.04,6159.95,-406.948,7847.22,2212
0.0152408,781.695,6158.62,-407.113,7846.57,2212
0.105722,777.939,6152.64,-402.607,7848.15,2212
0.040155,775.228,6141.73,-409.147,7852.29,2212
2.0891e-05,10630,6212.88,-433.759,7818.71,2212
0.000268695,10482.8,6212.33,-424.576,7809.44,2212
0.00111125,10190.2,6252.81,-368.109,7824.93,2212
0.012556,1509.2,6289.08,-285.709,7274.39,2212
0.0237203,1508.53,6288.59,-286.757,7274.72,2212
0.0225549,1505.52,6281.08,-288.431,7278.12,2212
0.00576736,1211.2,5870.55,-273.315,7276.5,1.00008e+09
0.000728992,1186.63,5827.84,-191.161,7268.94,2212
0.000379045,1182.93,5822.36,-178.391,7266.87,2212
0.505454,269.174,6175.27,384.963,7803.24,2212
0.760038,259.024,6057.17,451.013,7632.24,1.00006e+09
0.00673499,1268.05,6093.21,140.978,8088.8,2212
0.00538861,1264.97,6096.35,137.12,8087.77,2212
0.0463548,1256.81,6098.26,121.678,8084.99,2212
0.00247646,1253.34,6091.96,112.938,8090.93,1.00006e+09
2.50364e-05,3101.39,6089.85,-446.376,7518.16,2212
0.000106319,3091.27,6089.64,-445.709,7517.88,2212
0.000115399,3048.48,6093.09,-440.174,7520.07,2212
0.000277476,2993.81,6097.13,-429.971,7515.29,2212
0.00060032,2984.32,6097.69,-427.226,7516.4,2212
0.00290108,2980.63,6096.71,-426.048,7517.15,2212
0.00391256,2963.78,6088.41,-429.11,7529.01,2212
0.00176135,2963.38,6088.03,-429.405,7529.1,2212
0.00368693,2952.02,6073.07,-433.422,7529.18,2212
5.48532e-08,67078,7705.16,143.576,8089.2,1.00006e+09
1.88077e-07,63801.7,7699.12,136.245,8084.94,2212
2.78788e-07,61914.9,7688.7,141.916,8081.9,2212
8.63611e-07,61805.1,7687.83,142.259,8082.42,2212
9.15394e-07,61674.1,7686.55,141.127,8083.67,2212
1.49515e-06,61414.8,7686.33,136.777,8086.78,2212
3.28049e-06,61058.9,7691.6,131.606,8092.73,2212
1.63907e-05,60409.9,7712.7,120.843,8091.49,2212
0.0273057,2096.65,7803.62,-417.325,7454.48,1.00006e+09
0.465924,129878,7435.81,-167.081,7269.59,-11
0.260011,129878,7435.03,-166.013,7269.87,-11
0.172253,129878,7434.89,-165.628,7270.33,-11
8.99e-06,129878,7408.24,-123.082,7262.96,22
0.252567,129878,7407.87,-122.888,7262.84,11
1.87095e-08,70020.1,7542.79,-17.4812,7250.62,2212
1.37782e-08,62287.4,7549.55,-13.0263,7237.99,2212
3.42469e-08,59611.9,7552.17,-15.22,7238.14,2212
5.51167e-08,59487.9,7552.1,-15.5374,7238.06,2212
1.05924e-07,58311.4,7555.58,-18.5002,7239.52,2212
1.00636e-07,55453.7,7560,-30.9664,7245.64,2212
6.69113e-08,53829.3,7561.91,-36.5412,7248.28,2212
9.64971e-09,52141.5,7568.36,-38.9166,7247.41,2212
3.82819e-08,51529.4,7569.94,-39.0448,7245.69,2212
7.00634e-08,50507.1,7573.26,-40.7241,7246.3,1.00006e+09
9.66408e-08,43714.1,7568.19,-36.3806,7246.38,2212
6.05902e-08,43128.3,7567.51,-38.0439,7246.13,2212
1.69492e-09,39110.9,7562.54,-49.7461,7240.65,2212
1.84309e-08,38142.6,7561.84,-51.9625,7241.73,2212
1.57766e-08,37590,7561.4,-53.1528,7242.81,2212
3.66686e-09,27550.8,7550.48,-75.2373,7238.65,1.00006e+09
5.36753e-08,18433.3,7551.88,-56.0267,7243.69,1.00006e+09
3.11257e-08,16408.6,7549.65,-59.7315,7241.59,2212
8.45443e-06,11364.4,7541.38,-70.3625,7237.52,2212
1.29801e-06,11129.1,7541.28,-79.2967,7240.62,1.00006e+09
4.25801e-05,6605.48,7537.32,83.087,7241.68,2212
6.50735e-05,6604.65,7537.35,83.0129,7241.71,2212
0.00368601,6413.14,7538.64,56.4002,7230.6,2212
2.13174e-07,178982,7225.01,419.321,7652.78,1.00006e+09
9.42983e-07,50223.2,6234.85,-338.77,7942.03,2212
3.53073e-07,49894.8,6229.8,-338.297,7940.27,2212
3.1658e-07,49775.2,6227.71,-338.846,7940.47,1.00006e+09
2.35308e-06,49512,6229.82,-342.625,7937.61,2212
1.41727e-06,49359.5,6229.34,-346.999,7937.91,2212
5.64929e-05,18754.5,5933.8,-443.192,7526.9,2212
9.98762e-05,17448.4,5917.19,-410.366,7562.81,2212
2.78231e-05,17415.1,5914.53,-411.874,7557.77,1.00006e+09
0.000105536,17315.8,5901.3,-398.153,7558.09,2212
2.64908e-05,17293.5,5898.44,-394.95,7554.94,2212
0.000219151,12754.7,5785.48,299.47,7290.35,2212
5.9136e-05,12754.4,5785.46,299.505,7290.27,1.00006e+09
0.0174547,690.623,7751.87,-413.721,7668.78,1.00006e+09
3.49118e-08,10793.5,7327.86,-394.3,7445.76,1.00006e+09
8.92206e-08,9797.85,7327.75,-394.299,7447.14,1.00006e+09
2.61842e-08,6241.85,7323.27,-400.902,7443.42,2212
1.97391e-07,6133.48,7323.14,-400.772,7443.56,2212
3.6484e-07,5756.24,7323.39,-398.519,7443.63,2212
1.55998e-06,5560.09,7323.12,-397.21,7445.12,2212
4.84881e-07,3689.69,7310.24,-363.013,7436.87,1.00006e+09
3.42478e-06,3522.02,7309.13,-364.82,7439.93,2212
4.00868e-06,2278.95,7283.67,-397.886,7445.4,2212
7.29408e-06,1528.92,7252.96,-407.169,7438.55,2212
8.38351e-05,1380.41,7247.84,-413.697,7440.51,2212
5.18481e-05,1360.9,7246.25,-413.26,7442.66,2212
0.00157225,1289.45,7245.21,-407.042,7453.12,2212
0.000154844,1265.43,7236.44,-396.619,7450.94,2212
0.000877489,1263.23,7235.46,-395.869,7450.47,2212
0.0258964,1196.79,7197.54,-368.054,7461.23,2212
0.0254698,468.009,6174.47,310.407,7300.33,2212
0.0130506,463.002,6168.38,303.309,7316.1,2212
1.10863e-06,2749.97,6003.01,344.281,7949.47,2212
6.31395e-07,2572.7,6007.03,343.414,7948.07,1.00006e+09
1.20433e-06,2284.01,6006.89,336.362,7951.03,1.00006e+09
5.65233e-06,2189.94,6005.51,337.955,7949.1,2212
4.81761e-06,2079.92,6003.18,337.2,7944.85,2212
2.18036e-05,2061.6,6003.25,336.919,7943.9,2212
9.38121e-05,2054.71,6003.02,337.167,7943.43,2212
0.00451026,2033.56,6001.41,340.098,7943.52,2212
0.00270851,2031.68,6002.53,341.074,7942.56,2212
0.0644607,2028.61,6005.91,342.41,7942.55,2212
1.73209e-08,215181,5960.62,-412.052,7429.87,2212
3.5063e-08,209546,5960.26,-412.713,7441.3,2212
7.12328e-09,206145,5960.31,-408.524,7448.17,1.00006e+09
6.32614e-08,206079,5960.36,-408.518,7448.06,2212
2.41932e-08,202919,5954.16,-405.543,7442.68,2212
4.10534e-08,194996,5958.28,-398.681,7445.14,2212
4.7961e-08,193049,5960.15,-398.501,7441.24,2212
1.16797e-07,182856,5960.05,-401.886,7416.52,2212
5.55521e-08,179538,5957.33,-404.164,7415.22,2212
5.50589e-08,172738,5969.03,-391.25,7412.11,2212
3.27946e-08,172283,5969.85,-390.924,7411.35,1.00006e+09
9.61028e-08,171679,5971.53,-391.181,7411.1,2212
1.65433e-09,170293,5977.33,-392.068,7412.08,2212
9.54421e-09,149042,5969.73,-406.295,7430.29,1.00006e+09
6.00853e-08,148362,5970.1,-406.693,7430.74,2212
4.35315e-08,147793,5969.58,-406.938,7431.86,2212
1.77273e-08,146713,5968.84,-405.496,7434.94,2212
7.28949e-08,140597,5963.48,-392.785,7448.05,2212
2.18654e-08,140579,5963.46,-392.85,7448.03,1.00006e+09
1.11291e-07,128441,5931.21,-378.445,7408.43,2212
1.55699e-09,124085,5915.26,-366.408,7397.5,1.00006e+09
2.94552e-07,112671,5953.16,-327.614,7400.27,2212
4.89926e-08,112205,5956.21,-325.798,7401.72,2212
3.38256e-07,22211.5,6211.68,424.472,7499.22,2212
2.08104e-06,22139.2,6211.23,425.131,7499.56,2212
4.98839e-06,21960,6207.6,426.456,7498,2212
1.98409e-06,21513.2,6192,423.922,7504.95,2212
4.55791e-05,21404.5,6188.95,423.565,7508.5,2212
1.01257e-05,20794.3,6212.87,402.463,7562.57,2212
0.000287005,20793.2,6212.88,402.383,7562.67,2212
0.000938456,6351.56,5808.18,-472.691,7404.86,1.00006e+09
0.0172356,3427.85,5862.39,212.267,8005.24,2212
0.00169,3426.08,5866.44,210.307,8004.79,1.00006e+09
0.000355254,3206.64,5855.09,-200.379,7229.17,1.00006e+09
0.017095,2658.34,5780.59,-42.9829,7171.49,2212
0.000776362,4185.75,7923.44,-260.754,8011.55,2212
0.000657391,4178.42,7922.93,-257.456,8010.66,2212
0.00293534,4164,7924.39,-251.77,8004.52,2212
0.0165766,4163.5,7924.81,-251.629,8004.34,2212
8.99e-06,51.8224,7247.36,-418.355,7676.08,22
0.010328,51.8313,7247.61,-418.391,7676.08,11
1.756e-05,48.6904,6220.82,461.535,7699.02,22
0.00581003,48.7061,6220.62,461.394,7699.08,11
0.00858161,2111.13,5813.73,511.797,7654.67,2212
0.0280556,2109.54,5819.07,510.183,7650.38,1.00006e+09
1.756e-05,72.0061,7199.47,-230.199,7315.09,22
8.99e-06,72.1659,7208.37,-243.619,7272.64,22
0.100981,72.1749,7208.39,-243.699,7272.36,11
0.422658,72.0252,7200.03,-230.133,7315.38,11
1.08104e-08,710867,7836.62,-374.518,7827.94,2212
2.56302e-08,710074,7834.77,-372.078,7826.17,2212
2.75936e-08,708504,7835.89,-366.093,7827.15,1.00008e+09
6.86508e-08,369914,7728.85,-187.039,7292.62,2212
1.00051e-07,336790,7815.98,-301.677,7370.23,2212
4.60752e-08,336552,7816,-302.447,7370.62,2212
1.29921e-07,334847,7815.55,-304.032,7369.4,2212
3.56938e-08,76442.2,7674.4,-71.3463,7196.78,1.00006e+09
5.19811e-09,74555.6,7674.81,-69.9084,7201.15,2212
5.59672e-08,71507.6,7676.4,-68.6594,7203.8,2212
2.05848e-08,57912.8,7661.16,-42.0674,7238.59,2212
9.9935e-08,56249.6,7659.48,-44.6543,7241.71,2212
1.35763e-08,54961.6,7655.77,-49.2456,7243.68,2212
8.82999e-08,54444.7,7654.62,-51.4404,7243.74,2212
5.49083e-08,27178.7,7605.64,-130.112,7226.34,2212
9.26736e-09,22713.5,7621.64,-136.194,7221.41,2212
2.95227e-08,22098.9,7621.49,-136.783,7221.56,2212
6.877e-08,21444.7,7621.77,-138.335,7221.3,2212
1.5435e-07,19995.1,7622.88,-142.14,7218.95,2212
4.13494e-08,19566.4,7622.83,-140.709,7218.49,2212
2.73507e-09,17196.5,7626.55,-131.989,7220.17,2212
1.45269e-08,15964.7,7630.09,-129.109,7219.89,1.00006e+09
2.891e-08,15422.8,7631.85,-129.763,7220.41,2212
4.13634e-08,14661.3,7632.79,-131.177,7219.37,2212
1.21561e-08,14516.7,7633.32,-131.254,7219.39,2212
4.60642e-08,14375,7633.78,-131.467,7219.5,2212
1.14837e-07,11136.6,7636.15,-138.899,7221.09,1.00006e+09
5.06253e-08,10828.1,7637.14,-138.022,7221.06,2212
7.6885e-08,9860.09,7638.8,-135.76,7219.77,2212
5.23655e-07,9517.44,7638.5,-135.017,7220.17,2212
1.08467e-07,9001.65,7633.96,-135.364,7222.74,2212
7.80199e-07,8462.38,7628.04,-136.026,7223,2212
1.67657e-06,8323.96,7626.81,-137.82,7222.41,2212
1.02159e-05,8237.79,7624.75,-138.109,7222.37,2212
6.00442e-06,8091.38,7620.11,-134.504,7226.8,2212
2.25302e-05,7367.41,7615.53,-98.8544,7251.91,2212
4.43457e-05,7333.8,7617.48,-97.3072,7253.59,2212
5.0576e-05,7196.87,7624.83,-81.4019,7252.43,2212
3.54257e-05,7165.79,7626.98,-77.7659,7255.15,2212
